trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,option1_t2.started,option1_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
AB,lag1,1,4,5,0.15,0.03,0,10,10,130,tortoise01.jpg,kiwi03.jpg,makiroll.jpg,foldingchair.jpg,statue.jpg,fishingrod.jpg,nosmokingsign.jpg,fireplace.jpg,parkfountain.jpg,apron.jpg,horseshoe.jpg,dormer.jpg,fortunecookie.jpg,grizzly.jpg,horse.jpg,cat.jpg,kneepad01c.jpg,180.11881749999975,182.8686528999997,180.11881749999975,182.8686528999997,182.60198129999935,None,0,0,7,183.10195029999977,None,183.10195029999977,None,False,.\resources\statue.jpg,184.55183789999955,None,True,184.55183789999955,None,right,0.8473948999999266,184.55183789999955,None,185.43514359999972,None,True,185.43514359999972,None,right,0.4681484000002456,185.43514359999972,None,185.93509509999967,None,186.93504854999938,None,None,186.93504854999938,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag5,5,3,8,0.15,0.03,0,11,11,1,tarantula.jpg,nosmokingsign.jpg,ceilingfan01.jpg,makiroll.jpg,tortoise01.jpg,horse.jpg,ant.jpg,apron.jpg,jeans01.jpg,grizzly.jpg,chainsaw.jpg,cork02.jpg,urinal.jpg,fireplace.jpg,dolphin01.jpg,cat.jpg,foldingchair.jpg,186.95170169999983,189.70151110000006,186.95170169999983,189.70151110000006,189.4348540000001,None,0,0,10,189.93483379999998,None,189.93483379999998,None,False,.\resources\apron.jpg,191.93469939999977,None,True,191.93469939999977,None,right,1.7685470999995232,191.93469939999977,None,193.7512483999999,None,True,193.7512483999999,None,right,0.5759052000003066,193.7512483999999,None,194.3512708999997,None,195.35113304999996,None,None,195.35113304999996,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag5,5,4,9,0.15,0.03,0,12,12,134,tarantula.jpg,rooster.jpg,swing.jpg,tortoise01.jpg,snowshoe.jpg,horseshoe.jpg,kiwi03.jpg,dromedary.jpg,table01.jpg,fireplace.jpg,lizard.jpg,ant.jpg,calendar.jpg,urinal.jpg,fortunecookie.jpg,apron.jpg,bullet.jpg,195.36781559999963,198.11767969999983,195.36781559999963,198.11767969999983,197.8509715,None,0,0,11,198.35094969999955,None,198.35094969999955,None,False,.\resources\table01.jpg,200.51746869999988,None,True,200.51746869999988,None,right,0.5217971000001853,200.51746869999988,None,201.0840935999995,None,True,201.0840935999995,None,right,0.5231182999996236,201.0840935999995,None,201.63409749999937,None,202.63402084999998,None,None,202.63402084999998,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag6,6,3,9,0.15,0.03,0,13,13,76,cork02.jpg,fireplace.jpg,masquerademask01.jpg,table01.jpg,worldmap.jpg,tortoise01.jpg,urinal.jpg,dolphin01.jpg,dromedary.jpg,rooster.jpg,kneepad01c.jpg,crosscountryski.jpg,foldingchair.jpg,ceilingfan01.jpg,chainsaw.jpg,panda.jpg,snowshoe.jpg,202.6506720999996,205.40049259999978,202.6506720999996,205.40049259999978,205.1338238999997,None,0,0,11,205.63384059999953,None,205.63384059999953,None,False,.\resources\dromedary.jpg,207.80031710000003,None,True,207.80031710000003,None,right,1.294912000000295,207.80031710000003,None,209.13354069999968,None,True,209.13354069999968,None,right,0.4737822999995842,209.13354069999968,None,209.63354009999966,None,210.63342844999934,None,None,210.63342844999934,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag5,5,5,10,0.15,0.03,0,14,14,56,tortoise01.jpg,horseshoe.jpg,grizzly.jpg,parkfountain.jpg,ceilingfan01.jpg,cigar.jpg,tennisracket.jpg,table01.jpg,ant.jpg,fireplace.jpg,rooster.jpg,snowshoe.jpg,kiwi03.jpg,bullet.jpg,lizard.jpg,panda.jpg,fishingrod.jpg,210.65010039999925,213.39997179999955,210.65010039999925,213.39997179999955,213.13334339999983,None,1,0,12,213.64995849999923,None,213.64995849999923,None,False,.\resources\fireplace.jpg,215.98313379999945,None,False,215.98313379999945,None,right,0.4159803999991709,215.98313379999945,None,216.43308759999945,None,True,216.43308759999945,None,right,0.5660269999998491,216.43308759999945,None,217.03303959999994,None,218.0329647499997,None,None,218.0329647499997,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag4,4,3,7,0.15,0.03,0,15,15,122,dormer.jpg,tarantula.jpg,rooster.jpg,fireplace.jpg,kiwi03.jpg,foldingchair.jpg,chainsaw.jpg,fortunecookie.jpg,grizzly.jpg,horseshoe.jpg,jeans01.jpg,bullet.jpg,parkfountain.jpg,nosmokingsign.jpg,masquerademask01.jpg,dolphin01.jpg,table01.jpg,218.0496048999994,220.79949679999936,218.0496048999994,220.79949679999936,220.53283089999968,None,0,0,9,221.03277869999965,None,221.03277869999965,None,False,.\resources\chainsaw.jpg,222.84932209999988,None,True,222.84932209999988,None,right,0.4378015000002051,222.84932209999988,None,223.33262789999935,None,True,223.33262789999935,None,right,0.5386189000000741,223.33262789999935,None,223.9159178,None,224.91583924999978,None,None,224.91583924999978,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag4,4,3,7,0.15,0.03,0,16,16,3,foldingchair.jpg,makiroll.jpg,cork02.jpg,statue.jpg,panda.jpg,fishingrod.jpg,cat.jpg,kiwi03.jpg,kneepad01c.jpg,ceilingfan01.jpg,snowshoe.jpg,dolphin01.jpg,rooster.jpg,tire.jpg,crosscountryski.jpg,parkfountain.jpg,urinal.jpg,224.93251579999924,227.6823715999999,224.93251579999924,227.6823715999999,227.39902139999958,None,0,0,9,227.89898679999988,None,227.89898679999988,None,False,.\resources\cat.jpg,229.71553669999957,None,True,229.71553669999957,None,right,0.7956326999992598,229.71553669999957,None,230.54881579999983,None,True,230.54881579999983,None,right,0.43443590000060794,230.54881579999983,None,230.99881809999988,None,231.9987506499996,None,None,231.9987506499996,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag3,3,3,6,0.15,0.03,0,17,17,121,kneepad01c.jpg,cigar.jpg,cork02.jpg,fortunecookie.jpg,urinal.jpg,kiwi03.jpg,statue.jpg,lizard.jpg,dromedary.jpg,ant.jpg,tennisracket.jpg,worldmap.jpg,crosscountryski.jpg,fishingrod.jpg,tire.jpg,panda.jpg,ceilingfan01.jpg,232.01539909999974,234.76520189999974,232.01539909999974,234.76520189999974,234.4819192999994,None,0,0,8,234.9818781999993,None,234.9818781999993,None,False,.\resources\kiwi03.jpg,236.61507970000002,None,True,236.61507970000002,None,right,0.9920136999999158,236.61507970000002,None,237.64834209999935,None,True,237.64834209999935,None,right,0.35086039999987406,237.64834209999935,None,238.0150055999993,None,239.01493174999942,None,None,239.01493174999942,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag1,1,3,4,0.15,0.03,0,18,18,155,masquerademask01.jpg,tortoise01.jpg,cigar.jpg,bullet.jpg,tire.jpg,jeans01.jpg,kiwi03.jpg,tennisracket.jpg,horseshoe.jpg,snowshoe.jpg,cork02.jpg,rooster.jpg,ant.jpg,cat.jpg,calendar.jpg,dolphin01.jpg,table01.jpg,239.03158449999955,241.78140369999983,239.03158449999955,241.78140369999983,241.51478119999956,None,0,0,6,242.01474439999947,None,242.01474439999947,None,False,.\resources\bullet.jpg,243.28130449999935,None,True,243.28130449999935,None,right,0.7977971000000252,243.28130449999935,None,244.11458289999973,None,True,244.11458289999973,None,right,0.3805001999999149,244.11458289999973,None,244.51458490000005,None,245.5145470499996,None,None,245.5145470499996,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag5,5,5,10,0.15,0.03,0,19,19,81,fortunecookie.jpg,dolphin01.jpg,dromedary.jpg,cat.jpg,ceilingfan01.jpg,dormer.jpg,bullet.jpg,crosscountryski.jpg,fireplace.jpg,chainsaw.jpg,nosmokingsign.jpg,rooster.jpg,worldmap.jpg,grizzly.jpg,fishingrod.jpg,foldingchair.jpg,panda.jpg,245.5311697999996,248.2809731999996,245.5311697999996,248.2809731999996,247.99770219999937,None,0,0,12,248.5143148999996,None,248.5143148999996,None,False,.\resources\chainsaw.jpg,250.84746949999953,None,True,250.84746949999953,None,right,0.3676156000001356,250.84746949999953,None,251.24746099999993,None,True,251.24746099999993,None,right,0.43961729999955423,251.24746099999993,None,251.71411790000002,None,252.71403984999998,None,None,252.71403984999998,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
,,,,,,,,,,,kiwi03.jpg,table01.jpg,cigar.jpg,tarantula.jpg,horseshoe.jpg,dolphin01.jpg,dormer.jpg,fireplace.jpg,dromedary.jpg,jeans01.jpg,calendar.jpg,foldingchair.jpg,makiroll.jpg,fishingrod.jpg,nosmokingsign.jpg,ant.jpg,tire.jpg,252.73069579999992,255.48052049999933,252.73069579999992,255.48052049999933,255.1972221999995,None,0,0,,255.69714909999948,None,255.69714909999948,None,False,.\resources\horseshoe.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
